,id,items,quantity_items,support,items_base,items_buy,quantity_items_base,items_add,quantity_items_add,confidence,lift
222,221,domestic_eggs fruit-vegetable_juice root_vegetables,3,0.002541942,fruit-vegetable_juice root_vegetables,,2,domestic_eggs,1,0.211864407,3.339241091
223,222,domestic_eggs hygiene_articles whole_milk,3,0.002745297,hygiene_articles whole_milk,,2,domestic_eggs,1,0.214285714,3.377403846
224,223,domestic_eggs margarine other_vegetables,3,0.00396543,margarine other_vegetables,,2,domestic_eggs,1,0.201030928,3.168492268
225,224,domestic_eggs margarine root_vegetables,3,0.002541942,margarine root_vegetables,,2,domestic_eggs,1,0.229357798,3.614958245
226,225,domestic_eggs margarine tropical_fruit,3,0.002236909,margarine tropical_fruit,,2,domestic_eggs,1,0.239130435,3.768986901
227,226,domestic_eggs margarine whole_milk,3,0.005185562,margarine whole_milk,,2,domestic_eggs,1,0.214285714,3.377403846
228,227,domestic_eggs onions whole_milk,3,0.002745297,onions whole_milk,,2,domestic_eggs,1,0.226890756,3.576074661
229,228,domestic_eggs other_vegetables root_vegetables,3,0.007320793,domestic_eggs other_vegetables,,2,root_vegetables,1,0.328767123,3.016254345
230,229,domestic_eggs other_vegetables sugar,3,0.002338587,other_vegetables sugar,,2,domestic_eggs,1,0.216981132,3.419886913
231,230,domestic_eggs other_vegetables whipped-sour_cream,3,0.005083884,domestic_eggs other_vegetables,,2,whipped-sour_cream,1,0.228310502,3.185012468
232,231,domestic_eggs root_vegetables whipped-sour_cream,3,0.003355363,domestic_eggs root_vegetables,,2,whipped-sour_cream,1,0.234042553,3.264976611
233,232,domestic_eggs root_vegetables whipped-sour_cream,3,0.003355363,domestic_eggs whipped-sour_cream,,2,root_vegetables,1,0.336734694,3.089352345
234,233,domestic_eggs sugar whole_milk,3,0.003558719,sugar whole_milk,,2,domestic_eggs,1,0.236486486,3.727315055
235,234,domestic_eggs whipped-sour_cream yogurt,3,0.003558719,domestic_eggs yogurt,,2,whipped-sour_cream,1,0.24822695,3.462853981
236,235,flour other_vegetables root_vegetables,3,0.002338587,flour other_vegetables,,2,root_vegetables,1,0.370967742,3.403421401
237,236,flour other_vegetables yogurt,3,0.002745297,flour other_vegetables,,2,yogurt,1,0.435483871,3.121708361
238,237,flour root_vegetables whole_milk,3,0.002948653,flour whole_milk,,2,root_vegetables,1,0.34939759,3.205527333
239,238,flour sugar whole_milk,3,0.002846975,flour whole_milk,,2,sugar,1,0.337349398,9.963457433
240,239,flour whipped-sour_cream whole_milk,3,0.002541942,flour whole_milk,,2,whipped-sour_cream,1,0.301204819,4.201914039
241,240,frankfurter pip_fruit tropical_fruit,3,0.002338587,frankfurter pip_fruit,,2,tropical_fruit,1,0.323943662,3.087195655
242,241,frankfurter pip_fruit tropical_fruit,3,0.002338587,frankfurter tropical_fruit,,2,pip_fruit,1,0.247311828,3.269236328
243,242,frankfurter pip_fruit yogurt,3,0.002541942,frankfurter yogurt,,2,pip_fruit,1,0.227272727,3.004337732
244,243,frankfurter tropical_fruit whipped-sour_cream,3,0.002236909,frankfurter tropical_fruit,,2,whipped-sour_cream,1,0.23655914,3.300083886
245,244,frankfurter tropical_fruit whipped-sour_cream,3,0.002236909,frankfurter whipped-sour_cream,,2,tropical_fruit,1,0.360655738,3.437063159
246,245,frozen_fish other_vegetables whole_milk,3,0.002745297,frozen_fish,,1,other_vegetables whole_milk,2,0.234782609,3.137346408
247,246,frozen_fish whole_milk yogurt,3,0.002236909,frozen_fish whole_milk,,2,yogurt,1,0.448979592,3.218450646
248,247,frozen_meals other_vegetables root_vegetables,3,0.002541942,frozen_meals other_vegetables,,2,root_vegetables,1,0.337837838,3.099473074
249,248,frozen_meals other_vegetables root_vegetables,3,0.002541942,frozen_meals root_vegetables,,2,other_vegetables,1,0.657894737,3.400102331
250,249,frozen_meals tropical_fruit whole_milk,3,0.003558719,frozen_meals whole_milk,,2,tropical_fruit,1,0.360824742,3.438673779
251,250,frozen_vegetables fruit-vegetable_juice root_vegetables,3,0.00264362,frozen_vegetables fruit-vegetable_juice,,2,root_vegetables,1,0.337662338,3.097862958
252,251,frozen_vegetables fruit-vegetable_juice root_vegetables,3,0.00264362,frozen_vegetables root_vegetables,,2,fruit-vegetable_juice,1,0.228070175,3.154810373
253,252,frozen_vegetables fruit-vegetable_juice root_vegetables,3,0.00264362,fruit-vegetable_juice root_vegetables,,2,frozen_vegetables,1,0.220338983,4.581467015
254,253,frozen_vegetables fruit-vegetable_juice soda,3,0.002236909,frozen_vegetables soda,,2,fruit-vegetable_juice,1,0.258823529,3.580210143
255,254,frozen_vegetables fruit-vegetable_juice yogurt,3,0.003152008,frozen_vegetables yogurt,,2,fruit-vegetable_juice,1,0.254098361,3.514848632
256,255,frozen_vegetables other_vegetables root_vegetables,3,0.006100661,frozen_vegetables other_vegetables,,2,root_vegetables,1,0.342857143,3.145522388
257,256,frozen_vegetables other_vegetables whipped-sour_cream,3,0.00396543,frozen_vegetables other_vegetables,,2,whipped-sour_cream,1,0.222857143,3.10893617
258,257,frozen_vegetables root_vegetables tropical_fruit,3,0.00305033,frozen_vegetables tropical_fruit,,2,root_vegetables,1,0.348837209,3.200386151
259,258,frozen_vegetables root_vegetables whipped-sour_cream,3,0.002745297,frozen_vegetables root_vegetables,,2,whipped-sour_cream,1,0.236842105,3.304031355
260,259,frozen_vegetables root_vegetables whipped-sour_cream,3,0.002745297,frozen_vegetables whipped-sour_cream,,2,root_vegetables,1,0.346153846,3.175767796
261,260,frozen_vegetables tropical_fruit whipped-sour_cream,3,0.002338587,frozen_vegetables tropical_fruit,,2,whipped-sour_cream,1,0.26744186,3.730908791
262,261,frozen_vegetables whipped-sour_cream yogurt,3,0.003355363,frozen_vegetables whipped-sour_cream,,2,yogurt,1,0.423076923,3.032770801
263,262,frozen_vegetables whipped-sour_cream yogurt,3,0.003355363,frozen_vegetables yogurt,,2,whipped-sour_cream,1,0.270491803,3.773456575
264,263,fruit-vegetable_juice long_life_bakery_product other_vegetables,3,0.002541942,long_life_bakery_product other_vegetables,,2,fruit-vegetable_juice,1,0.238095238,3.293483357
265,264,fruit-vegetable_juice long_life_bakery_product whole_milk,3,0.003355363,long_life_bakery_product whole_milk,,2,fruit-vegetable_juice,1,0.248120301,3.43215634
266,265,fruit-vegetable_juice napkins root_vegetables,3,0.002236909,napkins root_vegetables,,2,fruit-vegetable_juice,1,0.224489796,3.105284308
267,266,fruit-vegetable_juice pip_fruit tropical_fruit,3,0.003152008,fruit-vegetable_juice pip_fruit,,2,tropical_fruit,1,0.329787234,3.142885123
268,267,fruit-vegetable_juice pip_fruit tropical_fruit,3,0.003152008,fruit-vegetable_juice tropical_fruit,,2,pip_fruit,1,0.22962963,3.035493827
269,268,fruit-vegetable_juice root_vegetables whipped-sour_cream,3,0.002846975,fruit-vegetable_juice root_vegetables,,2,whipped-sour_cream,1,0.237288136,3.310253636
270,269,fruit-vegetable_juice salty_snack soda,3,0.002236909,salty_snack soda,,2,fruit-vegetable_juice,1,0.239130435,3.30780285
271,270,fruit-vegetable_juice salty_snack whole_milk,3,0.002440264,salty_snack whole_milk,,2,fruit-vegetable_juice,1,0.218181818,3.018028385
272,271,fruit-vegetable_juice salty_snack yogurt,3,0.002236909,salty_snack yogurt,,2,fruit-vegetable_juice,1,0.360655738,4.988817413
273,272,fruit-vegetable_juice soda white_bread,3,0.002745297,soda white_bread,,2,fruit-vegetable_juice,1,0.267326733,3.697831808
274,273,fruit-vegetable_juice tropical_fruit white_bread,3,0.002440264,fruit-vegetable_juice white_bread,,2,tropical_fruit,1,0.328767123,3.133163428
275,274,fruit-vegetable_juice tropical_fruit white_bread,3,0.002440264,tropical_fruit white_bread,,2,fruit-vegetable_juice,1,0.279069767,3.860268865
276,275,fruit-vegetable_juice whipped-sour_cream yogurt,3,0.003863752,fruit-vegetable_juice whipped-sour_cream,,2,yogurt,1,0.426966292,3.060651227
277,276,fruit-vegetable_juice white_bread yogurt,3,0.002440264,white_bread yogurt,,2,fruit-vegetable_juice,1,0.269662921,3.730147442
278,277,grapes other_vegetables root_vegetables,3,0.002745297,grapes root_vegetables,,2,other_vegetables,1,0.613636364,3.171368175
279,278,grapes other_vegetables tropical_fruit,3,0.003660397,grapes other_vegetables,,2,tropical_fruit,1,0.404494382,3.854847139
280,279,grapes other_vegetables tropical_fruit,3,0.003660397,grapes tropical_fruit,,2,other_vegetables,1,0.6,3.100893326
281,280,grapes other_vegetables yogurt,3,0.002846975,grapes yogurt,,2,other_vegetables,1,0.608695652,3.145833809
282,281,grapes tropical_fruit whole_milk,3,0.002541942,grapes whole_milk,,2,tropical_fruit,1,0.347222222,3.309041236
283,282,ham other_vegetables pip_fruit,3,0.00264362,ham other_vegetables,,2,pip_fruit,1,0.288888889,3.818847073
284,283,ham other_vegetables pip_fruit,3,0.00264362,ham pip_fruit,,2,other_vegetables,1,0.666666667,3.445437029
285,284,ham tropical_fruit yogurt,3,0.002440264,ham tropical_fruit,,2,yogurt,1,0.452830189,3.246053138
286,285,ham tropical_fruit yogurt,3,0.002440264,ham yogurt,,2,tropical_fruit,1,0.363636364,3.46546864
287,286,ham whipped-sour_cream whole_milk,3,0.00264362,ham whole_milk,,2,whipped-sour_cream,1,0.230088496,3.209816105
288,287,ham white_bread whole_milk,3,0.002440264,ham whole_milk,,2,white_bread,1,0.212389381,5.045530332
289,288,hamburger_meat other_vegetables pip_fruit,3,0.002948653,hamburger_meat pip_fruit,,2,other_vegetables,1,0.659090909,3.406284336
290,289,hamburger_meat other_vegetables root_vegetables,3,0.003660397,hamburger_meat root_vegetables,,2,other_vegetables,1,0.590163934,3.05005901
291,290,hard_cheese other_vegetables root_vegetables,3,0.003457041,hard_cheese other_vegetables,,2,root_vegetables,1,0.365591398,3.354096453
292,291,hard_cheese other_vegetables root_vegetables,3,0.003457041,hard_cheese root_vegetables,,2,other_vegetables,1,0.618181818,3.194859791
293,292,hard_cheese other_vegetables sausage,3,0.002948653,hard_cheese other_vegetables,,2,sausage,1,0.311827957,3.319077876
294,293,hard_cheese other_vegetables whipped-sour_cream,3,0.002745297,hard_cheese other_vegetables,,2,whipped-sour_cream,1,0.290322581,4.050102951
295,294,hard_cheese other_vegetables whipped-sour_cream,3,0.002745297,hard_cheese whipped-sour_cream,,2,other_vegetables,1,0.613636364,3.171368175
296,295,hard_cheese root_vegetables yogurt,3,0.002236909,hard_cheese yogurt,,2,root_vegetables,1,0.349206349,3.203772803
297,296,hard_cheese whipped-sour_cream whole_milk,3,0.00264362,hard_cheese whole_milk,,2,whipped-sour_cream,1,0.262626263,3.663729494
298,297,herbs other_vegetables root_vegetables,3,0.003863752,herbs,,1,other_vegetables root_vegetables,2,0.2375,5.012473176
299,298,herbs other_vegetables root_vegetables,3,0.003863752,herbs other_vegetables,,2,root_vegetables,1,0.5,4.587220149
300,299,herbs other_vegetables whole_milk,3,0.004067107,herbs,,1,other_vegetables whole_milk,2,0.25,3.340692935
301,300,herbs rolls-buns whole_milk,3,0.002440264,herbs rolls-buns,,2,whole_milk,1,0.8,3.13091922
302,301,herbs root_vegetables whole_milk,3,0.004168785,herbs,,1,root_vegetables whole_milk,2,0.25625,5.239540021
303,302,herbs root_vegetables whole_milk,3,0.004168785,herbs whole_milk,,2,root_vegetables,1,0.539473684,4.949369108
304,303,herbs tropical_fruit whole_milk,3,0.002338587,herbs tropical_fruit,,2,whole_milk,1,0.821428571,3.214783128
305,304,hygiene_articles napkins whole_milk,3,0.002846975,hygiene_articles whole_milk,,2,napkins,1,0.222222222,4.243797195
306,305,hygiene_articles other_vegetables whipped-sour_cream,3,0.002338587,hygiene_articles other_vegetables,,2,whipped-sour_cream,1,0.244680851,3.413384639
307,306,hygiene_articles pip_fruit tropical_fruit,3,0.002236909,hygiene_articles pip_fruit,,2,tropical_fruit,1,0.468085106,4.460869207
308,307,hygiene_articles pip_fruit tropical_fruit,3,0.002236909,hygiene_articles tropical_fruit,,2,pip_fruit,1,0.333333333,4.406362007
309,308,hygiene_articles pip_fruit whole_milk,3,0.00305033,hygiene_articles whole_milk,,2,pip_fruit,1,0.238095238,3.147401434
310,309,hygiene_articles tropical_fruit whole_milk,3,0.004067107,hygiene_articles whole_milk,,2,tropical_fruit,1,0.317460317,3.02540913
311,310,hygiene_articles tropical_fruit yogurt,3,0.002541942,hygiene_articles yogurt,,2,tropical_fruit,1,0.347222222,3.309041236
312,311,long_life_bakery_product other_vegetables root_vegetables,3,0.003355363,long_life_bakery_product root_vegetables,,2,other_vegetables,1,0.634615385,3.279791018
313,312,long_life_bakery_product other_vegetables whipped-sour_cream,3,0.002745297,long_life_bakery_product other_vegetables,,2,whipped-sour_cream,1,0.257142857,3.587234043
314,313,long_life_bakery_product whipped-sour_cream whole_milk,3,0.003253686,long_life_bakery_product whole_milk,,2,whipped-sour_cream,1,0.240601504,3.356476297
315,314,margarine pip_fruit root_vegetables,3,0.002846975,margarine pip_fruit,,2,root_vegetables,1,0.333333333,3.058146766
316,315,margarine pip_fruit root_vegetables,3,0.002846975,margarine root_vegetables,,2,pip_fruit,1,0.256880734,3.395728519
317,316,margarine pip_fruit tropical_fruit,3,0.002338587,margarine tropical_fruit,,2,pip_fruit,1,0.25,3.304771505
318,317,margarine root_vegetables whipped-sour_cream,3,0.002236909,margarine whipped-sour_cream,,2,root_vegetables,1,0.328358209,3.012502785
319,318,margarine tropical_fruit yogurt,3,0.004067107,margarine tropical_fruit,,2,yogurt,1,0.434782609,3.116681455
320,319,margarine whipped-sour_cream yogurt,3,0.003152008,margarine whipped-sour_cream,,2,yogurt,1,0.462686567,3.31670728
321,320,margarine whipped-sour_cream yogurt,3,0.003152008,margarine yogurt,,2,whipped-sour_cream,1,0.221428571,3.089007092
322,321,napkins other_vegetables whipped-sour_cream,3,0.003355363,napkins other_vegetables,,2,whipped-sour_cream,1,0.232394366,3.241983818
323,322,napkins pip_fruit tropical_fruit,3,0.002745297,napkins pip_fruit,,2,tropical_fruit,1,0.409090909,3.89865222
324,323,napkins pip_fruit tropical_fruit,3,0.002745297,napkins tropical_fruit,,2,pip_fruit,1,0.272727273,3.605205279
325,324,napkins root_vegetables whipped-sour_cream,3,0.002541942,napkins root_vegetables,,2,whipped-sour_cream,1,0.255102041,3.558763931
326,325,napkins root_vegetables whipped-sour_cream,3,0.002541942,napkins whipped-sour_cream,,2,root_vegetables,1,0.352112676,3.230436725
327,326,napkins shopping_bags tropical_fruit,3,0.002338587,napkins shopping_bags,,2,tropical_fruit,1,0.323943662,3.087195655
328,327,oil other_vegetables root_vegetables,3,0.003863752,oil other_vegetables,,2,root_vegetables,1,0.387755102,3.557436034
329,328,oil other_vegetables yogurt,3,0.003253686,oil yogurt,,2,other_vegetables,1,0.615384615,3.180403412
330,329,oil root_vegetables whole_milk,3,0.004473818,oil whole_milk,,2,root_vegetables,1,0.396396396,3.636715073
331,330,onions other_vegetables root_vegetables,3,0.00569395,onions other_vegetables,,2,root_vegetables,1,0.4,3.669776119
332,331,onions other_vegetables root_vegetables,3,0.00569395,onions root_vegetables,,2,other_vegetables,1,0.602150538,3.112007639
333,332,onions other_vegetables tropical_fruit,3,0.003660397,onions tropical_fruit,,2,other_vegetables,1,0.642857143,3.322385707
334,333,onions other_vegetables whipped-sour_cream,3,0.003152008,onions other_vegetables,,2,whipped-sour_cream,1,0.221428571,3.089007092
335,334,onions other_vegetables whipped-sour_cream,3,0.003152008,onions whipped-sour_cream,,2,other_vegetables,1,0.62,3.204256437
336,335,onions rolls-buns root_vegetables,3,0.002541942,onions rolls-buns,,2,root_vegetables,1,0.373134328,3.423298619
337,336,onions root_vegetables whipped-sour_cream,3,0.002338587,onions root_vegetables,,2,whipped-sour_cream,1,0.247311828,3.450087699
338,337,onions root_vegetables whipped-sour_cream,3,0.002338587,onions whipped-sour_cream,,2,root_vegetables,1,0.46,4.220242537
339,338,onions root_vegetables whole_milk,3,0.004778851,onions whole_milk,,2,root_vegetables,1,0.394957983,3.623518437
340,339,onions whipped-sour_cream whole_milk,3,0.002745297,onions whole_milk,,2,whipped-sour_cream,1,0.226890756,3.165206508
341,340,other_vegetables pip_fruit pork,3,0.003762074,pip_fruit pork,,2,other_vegetables,1,0.616666667,3.187029252
342,341,other_vegetables pip_fruit tropical_fruit,3,0.009456024,other_vegetables pip_fruit,,2,tropical_fruit,1,0.361867704,3.448613248
343,342,other_vegetables pip_fruit tropical_fruit,3,0.009456024,other_vegetables tropical_fruit,,2,pip_fruit,1,0.263456091,3.482648725
344,343,other_vegetables pip_fruit whipped-sour_cream,3,0.005592272,pip_fruit whipped-sour_cream,,2,other_vegetables,1,0.604395604,3.123610494
345,344,other_vegetables pork sugar,3,0.002236909,other_vegetables sugar,,2,pork,1,0.20754717,3.600046587
346,345,other_vegetables rice root_vegetables,3,0.002236909,rice,,1,other_vegetables root_vegetables,2,0.293333333,6.190844063
347,346,other_vegetables rice root_vegetables,3,0.002236909,other_vegetables rice,,2,root_vegetables,1,0.564102564,5.175325297
348,347,other_vegetables rice root_vegetables,3,0.002236909,rice root_vegetables,,2,other_vegetables,1,0.709677419,3.667723289
349,348,other_vegetables rice whole_milk,3,0.00264362,rice,,1,other_vegetables whole_milk,2,0.346666667,4.632427536
350,349,other_vegetables roll_products whole_milk,3,0.002338587,roll_products,,1,other_vegetables whole_milk,2,0.227722772,3.043007426
351,350,other_vegetables root_vegetables sliced_cheese,3,0.003762074,other_vegetables sliced_cheese,,2,root_vegetables,1,0.415730337,3.814093158
352,351,other_vegetables root_vegetables sliced_cheese,3,0.003762074,root_vegetables sliced_cheese,,2,other_vegetables,1,0.672727273,3.476759184
353,352,other_vegetables root_vegetables soft_cheese,3,0.002440264,other_vegetables soft_cheese,,2,root_vegetables,1,0.342857143,3.145522388
354,353,other_vegetables root_vegetables soft_cheese,3,0.002440264,root_vegetables soft_cheese,,2,other_vegetables,1,0.727272727,3.758658577
355,354,other_vegetables root_vegetables tropical_fruit,3,0.012302999,other_vegetables tropical_fruit,,2,root_vegetables,1,0.342776204,3.144779819
356,355,other_vegetables root_vegetables tropical_fruit,3,0.012302999,root_vegetables tropical_fruit,,2,other_vegetables,1,0.584541063,3.020999134
357,356,other_vegetables salty_snack whipped-sour_cream,3,0.002745297,other_vegetables salty_snack,,2,whipped-sour_cream,1,0.254716981,3.553392212
358,357,other_vegetables semi-finished_bread tropical_fruit,3,0.002236909,other_vegetables semi-finished_bread,,2,tropical_fruit,1,0.431372549,4.110997112
359,358,other_vegetables semi-finished_bread yogurt,3,0.002236909,other_vegetables semi-finished_bread,,2,yogurt,1,0.431372549,3.092236895
360,359,other_vegetables semi-finished_bread yogurt,3,0.002236909,semi-finished_bread yogurt,,2,other_vegetables,1,0.628571429,3.248554913
361,360,other_vegetables sliced_cheese tropical_fruit,3,0.00305033,other_vegetables sliced_cheese,,2,tropical_fruit,1,0.337078652,3.212372616
362,361,other_vegetables soft_cheese whipped-sour_cream,3,0.002236909,other_vegetables soft_cheese,,2,whipped-sour_cream,1,0.314285714,4.384397163
363,362,other_vegetables soft_cheese whipped-sour_cream,3,0.002236909,soft_cheese whipped-sour_cream,,2,other_vegetables,1,0.733333333,3.789980732
364,363,other_vegetables specialty_cheese whole_milk,3,0.002236909,specialty_cheese,,1,other_vegetables whole_milk,2,0.261904762,3.499773551
365,364,other_vegetables specialty_cheese whole_milk,3,0.002236909,specialty_cheese whole_milk,,2,other_vegetables,1,0.594594595,3.07295735
366,365,other_vegetables sugar whipped-sour_cream,3,0.00264362,other_vegetables sugar,,2,whipped-sour_cream,1,0.245283019,3.421785093
367,366,other_vegetables tropical_fruit whipped-sour_cream,3,0.007829181,other_vegetables tropical_fruit,,2,whipped-sour_cream,1,0.218130312,3.042995198
368,367,other_vegetables waffles whipped-sour_cream,3,0.002338587,other_vegetables waffles,,2,whipped-sour_cream,1,0.232323232,3.240991475
369,368,other_vegetables whipped-sour_cream white_bread,3,0.003355363,other_vegetables white_bread,,2,whipped-sour_cream,1,0.244444444,3.410086682
370,369,other_vegetables whipped-sour_cream white_bread,3,0.003355363,whipped-sour_cream white_bread,,2,other_vegetables,1,0.611111111,3.158317277
371,370,other_vegetables whipped-sour_cream yogurt,3,0.010167768,other_vegetables yogurt,,2,whipped-sour_cream,1,0.234192037,3.26706197
372,371,pasta root_vegetables whole_milk,3,0.002338587,pasta whole_milk,,2,root_vegetables,1,0.383333333,3.516868781
373,372,pastry pip_fruit tropical_fruit,3,0.003762074,pastry pip_fruit,,2,tropical_fruit,1,0.352380952,3.358204134
374,373,pastry pip_fruit tropical_fruit,3,0.003762074,pastry tropical_fruit,,2,pip_fruit,1,0.284615385,3.762355252
375,374,pip_fruit rolls-buns tropical_fruit,3,0.004473818,pip_fruit rolls-buns,,2,tropical_fruit,1,0.321167883,3.060742375
376,375,pip_fruit root_vegetables tropical_fruit,3,0.005287239,pip_fruit root_vegetables,,2,tropical_fruit,1,0.339869281,3.238967422
377,376,pip_fruit root_vegetables tropical_fruit,3,0.005287239,root_vegetables tropical_fruit,,2,pip_fruit,1,0.251207729,3.320736585
378,377,pip_fruit root_vegetables whipped-sour_cream,3,0.00305033,pip_fruit whipped-sour_cream,,2,root_vegetables,1,0.32967033,3.024540758
379,378,pip_fruit shopping_bags tropical_fruit,3,0.003253686,pip_fruit shopping_bags,,2,tropical_fruit,1,0.347826087,3.31479609
380,379,pip_fruit shopping_bags tropical_fruit,3,0.003253686,shopping_bags tropical_fruit,,2,pip_fruit,1,0.240601504,3.180531975
381,380,pip_fruit tropical_fruit whipped-sour_cream,3,0.003762074,pip_fruit whipped-sour_cream,,2,tropical_fruit,1,0.406593407,3.874850924
382,381,pip_fruit tropical_fruit whipped-sour_cream,3,0.003762074,tropical_fruit whipped-sour_cream,,2,pip_fruit,1,0.272058824,3.596368991
383,382,pip_fruit tropical_fruit white_bread,3,0.002338587,pip_fruit white_bread,,2,tropical_fruit,1,0.353846154,3.372167561
384,383,pip_fruit tropical_fruit white_bread,3,0.002338587,tropical_fruit white_bread,,2,pip_fruit,1,0.26744186,3.535336959
385,384,pip_fruit tropical_fruit yogurt,3,0.006405694,pip_fruit yogurt,,2,tropical_fruit,1,0.355932203,3.392047694
386,385,pip_fruit white_bread yogurt,3,0.002541942,white_bread yogurt,,2,pip_fruit,1,0.280898876,3.713226411
387,386,rice root_vegetables whole_milk,3,0.002440264,rice,,1,root_vegetables whole_milk,2,0.32,6.543035343
388,387,rice root_vegetables whole_milk,3,0.002440264,rice root_vegetables,,2,whole_milk,1,0.774193548,3.029921826
389,388,rice root_vegetables whole_milk,3,0.002440264,rice whole_milk,,2,root_vegetables,1,0.52173913,4.786664504
390,389,rolls-buns sausage shopping_bags,3,0.005998983,rolls-buns shopping_bags,,2,sausage,1,0.307291667,3.270793876
391,390,rolls-buns sausage sliced_cheese,3,0.002948653,rolls-buns sliced_cheese,,2,sausage,1,0.386666667,4.115656566
392,391,root_vegetables tropical_fruit whipped-sour_cream,3,0.004575496,root_vegetables tropical_fruit,,2,whipped-sour_cream,1,0.217391304,3.032685785
393,392,root_vegetables tropical_fruit whipped-sour_cream,3,0.004575496,tropical_fruit whipped-sour_cream,,2,root_vegetables,1,0.330882353,3.035660393
394,393,root_vegetables tropical_fruit yogurt,3,0.008134215,root_vegetables yogurt,,2,tropical_fruit,1,0.31496063,3.001587011
395,394,root_vegetables whipped-sour_cream yogurt,3,0.006405694,root_vegetables yogurt,,2,whipped-sour_cream,1,0.248031496,3.460127325
396,395,salty_snack whipped-sour_cream whole_milk,3,0.002745297,salty_snack whole_milk,,2,whipped-sour_cream,1,0.245454545,3.42417795
397,396,sausage sliced_cheese whole_milk,3,0.003152008,sliced_cheese whole_milk,,2,sausage,1,0.29245283,3.1128502
398,397,sausage sliced_cheese yogurt,3,0.002440264,sliced_cheese yogurt,,2,sausage,1,0.303797468,3.233601841
399,398,sliced_cheese tropical_fruit yogurt,3,0.002745297,sliced_cheese tropical_fruit,,2,yogurt,1,0.519230769,3.722036892
400,399,sliced_cheese tropical_fruit yogurt,3,0.002745297,sliced_cheese yogurt,,2,tropical_fruit,1,0.341772152,3.257101855
401,400,sliced_cheese whipped-sour_cream whole_milk,3,0.002745297,sliced_cheese whole_milk,,2,whipped-sour_cream,1,0.254716981,3.553392212
402,401,sliced_cheese whole_milk yogurt,3,0.004575496,sliced_cheese whole_milk,,2,yogurt,1,0.424528302,3.043174817
403,402,soft_cheese whole_milk yogurt,3,0.003457041,soft_cheese,,1,whole_milk yogurt,2,0.202380952,3.612371446
404,403,soft_cheese whole_milk yogurt,3,0.003457041,soft_cheese whole_milk,,2,yogurt,1,0.459459459,3.293574186
405,404,tropical_fruit waffles yogurt,3,0.00264362,tropical_fruit waffles,,2,yogurt,1,0.433333333,3.106292517
406,405,tropical_fruit waffles yogurt,3,0.00264362,waffles yogurt,,2,tropical_fruit,1,0.351351351,3.348391997
407,406,tropical_fruit whipped-sour_cream yogurt,3,0.006202339,tropical_fruit whipped-sour_cream,,2,yogurt,1,0.448529412,3.215223589
408,407,waffles whipped-sour_cream whole_milk,3,0.003152008,waffles whole_milk,,2,whipped-sour_cream,1,0.248,3.459687943
409,408,beef citrus_fruit root_vegetables whole_milk,4,0.002236909,beef citrus_fruit,,2,root_vegetables whole_milk,2,0.265060241,5.41968289
410,409,beef citrus_fruit root_vegetables whole_milk,4,0.002236909,beef citrus_fruit whole_milk,,3,root_vegetables,1,0.564102564,5.175325297
411,410,beef citrus_fruit root_vegetables whole_milk,4,0.002236909,beef root_vegetables whole_milk,,3,citrus_fruit,1,0.278481013,3.364693808
412,411,beef citrus_fruit root_vegetables whole_milk,4,0.002236909,citrus_fruit root_vegetables whole_milk,,3,beef,1,0.244444444,4.65913006
413,412,beef domestic_eggs other_vegetables whole_milk,4,0.002541942,beef domestic_eggs,,2,other_vegetables whole_milk,2,0.423728814,5.662191415
414,413,beef domestic_eggs other_vegetables whole_milk,4,0.002541942,beef domestic_eggs whole_milk,,3,other_vegetables,1,0.675675676,3.491996989
415,414,beef domestic_eggs other_vegetables whole_milk,4,0.002541942,beef other_vegetables whole_milk,,3,domestic_eggs,1,0.274725275,4.330004931
416,415,beef domestic_eggs other_vegetables whole_milk,4,0.002541942,domestic_eggs other_vegetables whole_milk,,3,beef,1,0.20661157,3.938032545
417,416,beef other_vegetables pork whole_milk,4,0.002338587,beef pork,,2,other_vegetables whole_milk,2,0.306666667,4.097916667
418,417,beef other_vegetables pork whole_milk,4,0.002338587,beef other_vegetables whole_milk,,3,pork,1,0.252747253,4.384072717
419,418,beef other_vegetables pork whole_milk,4,0.002338587,beef pork whole_milk,,3,other_vegetables,1,0.58974359,3.047886603
420,419,beef other_vegetables pork whole_milk,4,0.002338587,other_vegetables pork whole_milk,,3,beef,1,0.23,4.383817829
421,420,beef other_vegetables rolls-buns root_vegetables,4,0.002846975,beef rolls-buns,,2,other_vegetables root_vegetables,2,0.208955224,4.410031388
422,421,beef other_vegetables rolls-buns root_vegetables,4,0.002846975,beef other_vegetables rolls-buns,,3,root_vegetables,1,0.49122807,4.506742603
423,422,beef other_vegetables rolls-buns root_vegetables,4,0.002846975,other_vegetables rolls-buns root_vegetables,,3,beef,1,0.233333333,4.447351421
424,423,beef other_vegetables rolls-buns whole_milk,4,0.003355363,beef rolls-buns,,2,other_vegetables whole_milk,2,0.246268657,3.290831846
425,424,beef other_vegetables root_vegetables tropical_fruit,4,0.002745297,beef tropical_fruit,,2,other_vegetables root_vegetables,2,0.36,7.597854077
426,425,beef other_vegetables root_vegetables tropical_fruit,4,0.002745297,beef other_vegetables root_vegetables,,3,tropical_fruit,1,0.346153846,3.298859571
427,426,beef other_vegetables root_vegetables tropical_fruit,4,0.002745297,beef other_vegetables tropical_fruit,,3,root_vegetables,1,0.613636364,5.629770183
